Common Name,Double,Variable,SAO #,RA (hr),RA (min),Dec Deg,Dec Amin,Mag,Const,Sep,Description
,,,117311,8,58.1,1,32.5,6.5,,,
,,,117321,8,59.3,8,58.9,7.7,,,
,,,117351,9,1.5,5,38.5,6.3,,,
,,,117363,9,2.0,2,40.3,7.7,,,
,,,117369,9,2.7,7,17.9,6.1,,,
,,,117374,9,3.2,6,49.0,6.9,,,
,,,117398,9,4.7,3,32.5,7.5,,,
,,,117400,9,4.7,0,55.1,7.6,,,
,,,117420,9,6.0,5,5.6,5.4,,,
,,,117432,9,7.0,1,27.8,6.4,,,
,,,117433,9,7.2,9,40.3,7.5,,,
,,,117434,9,7.3,2,34.9,6.6,,,
,,,117455,9,9.0,7,30.8,7.4,,,
,,,117482,9,11.4,8,58.6,7.1,,,
,,,117483,9,11.5,0,17.5,7,,,
,,,117487,9,11.9,5,28.1,6.2,,,
,,,117492,9,12.2,3,52.0,6.1,,,
,,,117506,9,13.4,5,48.9,7.7,,,
,,,117510,9,13.4,3,49.5,7.6,,,
,,,117518,9,13.9,2,51.8,7.7,,,
,,,117527,9,14.3,2,19.1,3.8,,,
,,,117537,9,15.1,2,5.0,7.7,,,
,,,117553,9,16.7,0,43.8,6.5,,,
,,,117564,9,17.2,1,55.8,6.8,,,
,HD 80046 h126,,117569,9,17.5,0,33.3,"7,10.2",Hya,Sep AB:40,Double Star
,,,117573,9,17.8,7,56.8,7.2,,,
,,,117590,9,19.9,5,13.0,6.5,,,
,,,117605,9,20.6,0,10.9,6.8,,,
,,,117611,9,21.1,2,56.4,7,,,
,HD 81029 ,,117641,9,23.3,3,30.1,"7.3,8.4",Hya,Sep AB:21,Double Star
,,,117646,9,23.5,7,42.9,7.3,,,
,,,117648,9,23.7,5,13.2,6.8,,,
,,,117649,9,23.6,2,24.6,7.4,,,
,,,117654,9,23.9,1,25.6,7.7,,,
,HD 81212 ,,117661,9,24.5,6,21.0,"6.7,7.6",Hya,Sep AB:2,Double Star
,HD 81670 ,,117704,9,27.3,6,14.1,"6.9,7.5",Hya,Sep AB:2,Double Star
,,,117717,9,28.4,9,3.4,5.5,,,
,HD 81873 H IV 47,,117718,9,28.5,8,11.3,"5.7,10.4",Leo,Sep AB:25,Double Star
,,,117737,9,29.9,5,39.2,7.1,,,
,,,117742,9,31.1,3,4.8,7.4,,,
,HD 82355 ,,117747,9,31.5,1,27.9,"6.8,8.4",Hya,Sep AB:3,Double Star
,,,117751,9,32.0,9,43.0,5.3,,,
,,,117757,9,32.7,1,51.9,6.1,,,
,,,117798,9,36.1,4,30.9,7.7,,,
,,,117807,9,37.2,6,50.1,5.1,,,
,,,117816,9,37.7,1,41.7,7,,,
,,,117819,9,38.4,7,42.5,7.6,,,
,,,117821,9,38.4,4,39.0,4.8,,,
,,,117831,9,39.7,3,11.7,7.4,,,
,,,117851,9,41.2,8,59.8,6.8,,,
,HD 84184 ,,117871,9,43.4,2,37.6,"7.4,10.6",Sex,Sep AB:4,Double Star
,,,117885,9,44.6,3,21.2,7.6,,,
,,,117898,9,46.2,6,42.5,6,,,
,,,117901,9,46.4,1,47.2,5.7,,,
,,,117908,9,47.3,8,34.2,6.7,,,
,,,117937,9,50.5,4,20.7,6.2,,,
,,,117949,9,51.5,3,22.1,7.7,,,
,,,117959,9,52.2,2,27.2,5.9,,,
,,,117960,9,52.2,0,4.6,6.3,,,
,,,117975,9,53.7,5,57.5,6.3,,,
,,,117979,9,54.1,8,4.5,7.1,,,
,HD 85762 9 Sex,,117980,9,54.1,4,56.7,"7,9.2",Sex,Sep AB:54,Double Star
,,,117997,9,55.9,7,40.7,6.7,,,
,,,118001,9,56.4,8,56.0,5.9,,,
,,,118006,9,56.8,4,14.6,6.8,,,
,,,118023,9,58.1,8,18.9,6.3,,,
,,,118029,9,58.8,4,48.5,7.3,,,
,,,118041,9,59.7,3,23.1,6.6,,,
,,,118044,10,0.2,8,2.7,4.9,,,
,,,118081,10,3.6,3,58.3,7.5,,,
,,,118086,10,4.1,3,12.1,6.4,,,
,,,118095,10,5.1,7,59.5,7.2,,,
,,,118111,10,6.8,5,36.7,6.3,,,
,,,118120,10,7.5,0,55.1,7,,,
,,,118131,10,8.7,1,9.6,6.6,,,
,,,118135,10,9.2,6,10.3,6.8,,,
,,,118136,10,9.4,2,22.3,7.6,,,
,,,118138,10,9.5,9,35.6,7.5,,,
,,,118164,10,12.8,4,36.9,5.9,,,
,,,118169,10,13.2,3,4.4,7.6,,,
,,,118176,10,14.1,3,9.4,7.7,,,
,,,118248,10,21.0,2,17.4,6.5,,,
,,,118260,10,22.2,8,57.9,7,,,
,,,118269,10,23.0,6,32.6,6.3,,,
,HD 89995 ,,118271,10,23.2,5,41.7,"6.5,9.1",Sex,Sep AB:59,Double Star
,HD 90125 AC = h2530,,118278,10,24.2,2,22.1,"6.4,12.7,6.7",Sex,"Sep AB:10, Sep AC:212",Double Star
,,,118281,10,24.4,2,23.6,6.7,,,
,,,118286,10,25.2,8,47.1,5.9,,,
,HD 90303 ,,118292,10,25.6,8,46.6,"7.5,9.6",Leo,Sep AB:3,Double Star
,,,118296,10,26.0,2,55.7,6.8,,,
,HD 90386 RX Sex,,118299,10,26.1,3,55.9,"6.8,8.7",Sex,Sep AB:116,Double Star
,,,118314,10,27.5,3,33.8,7.2,,,
,,,118326,10,29.0,2,38.8,7.4,,,
,,,118333,10,29.7,1,29.6,6.9,,,
,,,118341,10,30.5,2,9.0,7.1,,,
,,,118347,10,31.6,2,50.7,6.6,,,
,,,118354,10,32.3,4,38.7,7.2,,,
,,,118355,10,32.8,9,18.4,3.9,,,
,,,118362,10,33.9,2,37.4,7.7,,,
,,,118375,10,34.5,1,45.7,7.7,,,
,,,118376,10,34.8,6,57.2,5.2,,,
,HD 91636 49 Leo; TX Leo,,118380,10,35.0,8,39.0,"5.8,8.5",Leo,Sep AB:2.2,Double Star
,,,118381,10,35.1,2,12.3,6.7,,,
,,,118388,10,36.0,2,44.8,7.5,,,
,HD 92184 ,,118410,10,38.7,5,44.0,"7.1,9",Sex,Sep AB:1.7,Double Star
,,,118440,10,42.4,0,51.7,7.4,,,
,,,118443,10,42.6,3,35.0,6.6,,,
,,,118448,10,43.3,4,44.8,7.4,,,
,HD 92841 35 Sex,,118449,10,43.3,4,44.9,"6.3,7.4",Sex,Sep AB:7,Double Star
,,,118471,10,45.0,3,18.4,7.5,,,
,,,118473,10,45.1,2,29.3,6.6,,,
,,,118483,10,46.1,6,22.4,6.3,,,
,,,118493,10,47.3,6,20.8,7,,,
,,,118530,10,50.9,3,35.4,7.1,,,
,,,118550,10,52.2,1,1.5,6.3,,,
,,,118555,10,52.6,0,12.1,6.6,,,
,,,118558,10,52.8,2,6.8,7.2,,,
,,,118571,10,54.8,5,50.9,7.6,,,
,HD 94672 55 Leo,,118574,10,55.7,0,44.2,"6.1,8",Sex,Sep AB:1.1,Double Star
,,,118576,10,56.0,6,11.1,6,,,
,,,118577,10,56.2,0,26.0,6.9,,,
,,,118593,10,58.2,9,42.1,7.4,,,
,,,118610,11,0.5,3,37.1,5,,,
,HD 95382 59 Leo,,118615,11,0.7,6,6.1,"5.1,12.6",Leo,Sep AB:45,Double Star
,,,118628,11,2.5,9,10.4,7.1,,,
,,,118634,11,3.6,0,0.1,6.1,,,
,,,118636,11,3.7,7,34.9,7.6,,,
,HD 95899 ,,118638,11,4.0,3,38.3,"7.2,7.9",Leo,Sep AB:1.2,Double Star
,HD 96097 Chi Leo; 63 Leo,,118648,11,5.0,7,20.2,"4.7,10.6,8.9",Leo,"Sep AB:3.6, Sep AC:276",Double Star
,,,118655,11,6.0,1,12.7,7.4,,,
,,,118664,11,6.7,5,25.8,7.5,,,
,,,118668,11,6.9,1,57.4,5.7,,,
,,,118731,11,13.8,0,4.2,5.4,,,
,,,118734,11,13.9,2,16.2,6.8,,,
,HD 97605 ,,118735,11,14.0,8,3.7,"5.8,11.2",Leo,Sep AB:22,Double Star
,,,118742,11,14.5,5,59.6,7.6,,,
,,,118764,11,17.3,2,0.8,5.4,,,
,,,118778,11,18.9,1,39.1,6,,,
,,,118783,11,19.2,0,43.4,7.6,,,
,,,118804,11,21.1,6,1.8,4.1,,,
,,,118806,11,21.4,6,38.1,6.6,,,
,,,118813,11,21.8,9,10.1,6.7,,,
,,,118823,11,23.2,6,35.2,7,,,
,,,118825,11,23.3,0,7.9,6.3,,,
,,,118831,11,24.0,1,24.5,5.5,,,
,,,118847,11,25.7,3,18.1,6.7,,,
,,,118851,11,25.8,3,51.6,6.4,,,
,,,118859,11,26.3,8,39.6,6.8,,,
,HD 99491 83 Leo,,118864,11,26.8,3,0.6,"6.2,7.9,9.9",Leo,"Sep AB:28, Sep AC:90",Double Star
,,,118868,11,27.4,1,22.5,7.7,,,
,,,118870,11,27.5,1,18.1,7.6,,,
,,,118871,11,27.6,0,57.5,7.6,,,
,HD 99648 Tau Leo; 84 Leo,,118875,11,27.9,2,51.4,"5,7.4",Leo,,Double Star
,,,118892,11,29.7,7,36.0,6.7,,,
,,,118923,11,33.6,2,30.0,6.7,,,
,,,118929,11,34.4,3,3.7,5.8,,,
,,,118942,11,36.2,3,18.1,7.6,,,
,,,118946,11,36.6,6,6.5,7,,,
,,,118952,11,37.3,6,16.2,7,,,
,,,118961,11,38.2,8,53.0,6.5,,,
,,,118965,11,38.4,8,8.1,5.5,,,
,,,118981,11,40.4,0,57.1,6.8,,,
,,,118983,11,40.5,5,8.4,7.5,,,
,,,119000,11,42.1,4,44.8,7.6,,,
,,,119003,11,42.4,2,21.8,7,,,
,,,119029,11,45.3,8,15.5,5.1,,,
,,,119035,11,45.9,6,31.9,4.2,,,
,,,119038,11,46.1,7,10.5,7.1,,,
,,,119046,11,47.0,4,53.6,7.6,,,
,HD 102510 4 Vir,,119058,11,47.9,8,14.7,"5.2,12",Vir,Sep AB:150,Double Star
,,,119061,11,49.1,5,11.1,6.7,,,
,,,119068,11,49.8,2,13.9,7.7,,,
,HD 102870 5 Vir; Alaraph; Zavijava,,119076,11,50.7,1,46.1,"3.8,10.6,8.8",Vir,"Sep AB:246, Sep AC:12",Double Star
,,,119080,11,51.6,6,52.6,7.6,,,
,,,119100,11,53.8,0,33.1,6.4,,,
,,,119111,11,55.0,8,26.6,5.6,,,
,,,119114,11,55.4,1,5.8,7.1,,,
,,,119134,11,57.7,6,58.5,7.6,,,
,,,119138,11,58.2,0,52.2,7.7,,,
,,,119139,11,58.2,3,28.9,6.9,,,
,,,119147,11,59.1,0,31.8,6.5,,,
,,,119150,11,59.4,1,49.6,7,,,
,,,119156,11,59.9,3,39.3,5.2,,,
,,,119164,12,0.9,6,36.9,4.6,,,
,,,119189,12,3.7,5,33.5,6.5,,,
,,,119200,12,4.3,4,55.9,7.5,,,
,,,119207,12,4.7,3,34.4,7.2,,,
,,,119213,12,5.2,8,43.9,4.2,,,
,,,119224,12,7.2,9,39.8,7.3,,,
,,,119234,12,8.0,0,37.3,7.1,,,
,,,119245,12,9.7,1,54.0,6.1,,,
,,,119249,12,10.1,5,48.4,5.7,,,
,,,119262,12,11.7,4,3.3,6.9,,,
,,,119278,12,13.9,2,15.6,7,,,
,HD 106423 ,,119282,12,14.4,8,47.1,"7.5,9.8,11",Vir,"Sep AB:23, Sep AC:157",Double Star
,,,119333,12,19.8,6,2.5,7.7,,,
,HD 107328 ,,119341,12,20.4,3,18.8,"5.1,11.6",Vir,Sep AB:132,Double Star
,HD 107705 17 Vir,,119360,12,22.5,5,18.4,"6.6,9.4",Vir,Sep AB:19,Double Star
,,,119391,12,25.9,4,12.0,7.5,,,
,,,119392,12,26.0,2,2.5,7.3,,,
,,,119413,12,27.7,8,36.6,6.4,,,
,,,119420,12,28.3,4,23.8,6.8,,,
,,,119428,12,29.5,4,50.3,7.1,,,
,HD 108877 ,,119437,12,30.6,3,30.5,"7.3,9.6",Vir,Sep AB:8,Double Star
,,,119453,12,31.3,7,36.3,6.2,,,
,,,119466,12,33.5,7,40.7,6.9,,,
,,,119479,12,34.5,7,44.1,6.9,,,
,HD 109499 ,,119484,12,35.1,7,26.6,"7.8,9.7",Vir,Sep AB:3,Double Star
,,,119485,12,35.3,2,15.6,7,,,
,,,119497,12,37.1,8,47.8,6.6,,,
,,,119502,12,37.9,4,17.3,6.9,,,
,,,119503,12,38.1,3,17.0,6.3,,,
,,,119508,12,38.4,1,51.3,6,,,
,,,119509,12,38.5,6,59.3,6.2,,,
,,,119529,12,40.8,3,52.2,7.7,,,
,HD 110280 ,,119530,12,40.9,8,49.8,"7.2,8.1",Vir,Sep AB:1.4,Double Star
,,,119538,12,41.9,6,48.4,5.5,,,
,,,119574,12,45.6,7,40.4,5.2,,,
,HD 111028 ,,119580,12,46.3,9,32.8,"6,9.1",Vir,Sep AB:172,Double Star
,,,119582,12,46.4,9,17.2,7.7,,,
,,,119585,12,47.0,5,57.1,6.4,,,
,,,119586,12,47.0,9,3.9,7.2,,,
,,,119596,12,47.9,3,34.4,6.7,,,
,,,119597,12,48.0,8,31.0,7.7,,,
,,,119609,12,49.4,5,10.4,7.4,,,
,,,119619,12,50.3,6,13.6,7.3,,,
,,,119627,12,51.1,5,33.2,7.7,,,
,,,119631,12,51.3,8,12.6,7.1,,,
,,,119633,12,51.6,3,3.4,6.1,,,
,,,119639,12,51.9,7,54.3,7.5,,,
,,,119665,12,55.2,3,2.9,7.5,,,
,,,119673,12,55.6,0,3.3,6.9,,,
,HD 112300 43 Vir; Auva,,119674,12,55.6,3,23.9,"3.4,10.7",Vir,Sep AB:165,Double Star
,,,119683,12,57.2,8,17.6,6.8,,,
,,,119684,12,57.4,1,25.7,7,,,
,,,119686,12,57.9,9,20.4,7.1,,,
,HD 112815 ,,119696,12,59.3,6,30.3,"7.5,9.5",Vir,Sep AB:21,Double Star
,,,119702,12,59.8,9,31.6,6.8,,,
,,,119712,13,0.5,3,36.2,7.5,,,
,,,119756,13,4.7,0,17.8,7.2,,,
,,,119773,13,7.3,0,35.3,7.6,,,
,HD 113984 ,,119774,13,7.3,0,35.2,"7.6,8.1",Vir,Sep AB:8,Double Star
,,,119789,13,8.8,5,13.0,6.9,,,
,,,119792,13,9.1,3,8.7,7.7,,,
,,,119793,13,9.3,6,59.8,7.6,,,
,,,119822,13,14.0,1,27.4,6.8,,,
,,,119834,13,15.5,3,3.0,7.6,,,
,,,119837,13,15.8,7,57.2,6.9,,,
,,,119843,13,16.4,6,30.3,7.2,,,
,,,119847,13,16.8,9,25.3,5.2,,,
,,,119849,13,16.9,1,14.4,7.4,,,
,,,119855,13,17.6,5,28.2,5,,,
,,,119867,13,18.8,3,41.3,6.6,,,
,,,119872,13,19.1,3,43.4,7,,,
,,,119885,13,20.2,3,17.3,7.1,,,
,,,119886,13,20.6,4,49.6,6.9,,,
,,,119887,13,20.5,8,14.7,7.2,,,
,HD 115995 ,,119889,13,20.7,2,56.5,"6.3,7.5",Vir,Sep AB:1.6,Double Star
,,,119899,13,21.7,2,5.3,5.7,,,
,,,119905,13,22.2,5,9.3,5.9,,,
,HD 116442 ,,119909,13,23.6,2,43.2,"7.4,7.6",Vir,Sep AB:26,Double Star
,,,119910,13,23.7,2,43.3,7.6,,,
,HD 116542 ,,119913,13,24.3,1,24.0,"7.6,8.1",Vir,Sep AB:1,Double Star
,HD 117114 ,,119941,13,28.2,9,27.7,"7.7,10.3",Vir,Sep AB:25,Double Star
,,,119942,13,28.3,2,14.2,7.6,,,
,,,119959,13,29.8,1,5.8,6.7,,,
,,,119961,13,30.0,6,0.8,6.4,,,
,,,119962,13,30.0,7,10.7,6.3,,,
,HD 117498 ,,119971,13,30.6,9,19.0,"6.9,10.3",Vir,Sep AB:6,Double Star
,,,119993,13,33.1,5,51.2,6.8,,,
,,,120004,13,34.1,3,39.6,4.9,,,
,,,120026,13,35.9,8,17.6,7.1,,,
,HD 118578 ,,120042,13,37.7,2,22.9,"6.7,9,9.3",Vir,"Sep AB:16, Sep AC:172",Double Star
,,,120075,13,42.2,8,23.4,6.1,,,
,HD 119425 84 Vir,,120082,13,43.1,3,32.3,"5.7,8.9",Vir,Sep AB:3,Double Star
,,,120102,13,46.1,5,7.0,7.2,,,
,HD 120066 ,,120108,13,47.0,6,21.1,"6.3,10.8",Vir,Sep AB:486,Double Star
,,,120121,13,48.6,7,57.6,6.7,,,
,,,120122,13,48.8,9,42.8,7.5,,,
,,,120127,13,49.5,6,20.7,6.8,,,
,,,120130,13,49.7,8,24.5,6.5,,,
,,,120132,13,50.4,5,29.8,6.3,,,
,,,120185,13,56.4,1,3.0,5.9,,,
,HD 121665 ,,120189,13,56.7,2,59.2,"6.9,11.9,11.2",Vir,"Sep AB:33, Sep AC:41",Double Star
,,,120196,13,57.9,5,7.1,7.2,,,
,,,120198,13,58.1,2,47.0,7.6,,,
,,,120208,13,59.4,5,42.3,7.7,,,
,,,120211,13,59.7,0,3.0,7.5,,,
,,,120218,14,0.3,2,40.5,7.7,,,
,,,120228,14,1.3,8,53.7,5.9,,,
,,,120232,14,1.4,9,18.0,6.9,,,
,,,120238,14,1.6,1,32.7,4.3,,,
,,,120251,14,2.5,9,41.2,6.1,,,
,,,120252,14,2.8,3,32.8,7.6,,,
,,,120261,14,3.6,7,32.8,6.4,,,
,,,120265,14,3.9,4,54.1,6.3,,,
,,,120269,14,4.6,2,17.8,6.4,,,
,,,120289,14,6.4,7,0.3,7.4,,,
,,,120297,14,7.8,0,3.4,7.4,,,
,HD 123712 ,,120311,14,9.2,7,23.1,"7.1,10.7",Boo,Sep AB:5,Double Star
,,,120316,14,9.5,2,47.9,6.9,,,
,,,120326,14,10.8,0,48.0,6.7,,,
,,,120334,14,11.5,1,21.7,6.3,,,
,HD 124224 CU Vir,,120339,14,12.3,2,24.6,"5,12.8",Vir,Sep AB:60,Double Star
,,,120364,14,14.9,3,20.2,6.6,,,
,,,120370,14,15.3,3,7.8,7,,,
,,,120388,14,18.5,3,40.5,7.1,,,
,,,120400,14,19.7,0,23.1,6.2,,,
,,,120407,14,20.5,0,11.0,7,,,
,,,120424,14,23.2,1,14.9,6.3,,,
,HD 126129 ,,120426,14,23.4,8,26.8,"4.9,6.8",Boo,Sep AB:6,Double Star
,,,120432,14,24.0,5,49.4,7.7,,,
,,,120433,14,24.0,8,14.6,5.7,,,
,,,120434,14,24.2,5,49.2,5.1,,,
,,,120436,14,24.3,8,5.2,6.2,,,
,,,120442,14,25.0,5,36.9,7.6,,,
,,,120452,14,25.9,0,59.6,7,,,
,,,120464,14,26.7,5,56.2,7.2,,,
,,,120480,14,28.5,5,40.9,7.5,,,
,,,120481,14,28.5,2,47.3,7.1,,,
,,,120489,14,28.9,3,43.2,7,,,
,,,120499,14,29.8,0,49.7,5.8,,,
,,,120501,14,30.1,8,21.2,7.6,,,
,,,120504,14,30.8,4,46.3,6.1,,,
,,,120516,14,32.2,4,8.5,7.4,,,
,,,120522,14,33.0,5,19.5,6.9,,,
,,,120548,14,35.6,3,28.1,7.6,,,
,,,120554,14,36.0,9,45.0,7.5,,,
,,,120569,14,37.5,2,16.7,6.6,,,
,,,120591,14,40.1,7,20.5,7.7,,,
,,,120601,14,41.6,8,9.7,5,,,
,HD 129538 ,,120618,14,42.9,8,4.6,"7.4,10.9",Boo,Sep AB:4,Double Star
,,,120642,14,45.5,0,43.0,5.5,,,
,,,120643,14,45.6,8,9.6,7.1,,,
,,,120648,14,46.2,1,53.6,3.8,,,
,,,120649,14,46.3,3,30.3,7.6,,,
,,,120651,14,46.2,9,39.0,7.2,,,
,,,120657,14,47.1,0,58.3,6.6,,,
,,,120667,14,47.4,2,2.2,7.6,,,
,,,120673,14,48.9,5,57.3,6.7,,,
,,,120682,14,49.7,3,52.3,7.5,,,
,,,120683,14,49.7,7,59.2,7,,,
,,,120687,14,50.0,0,0.3,7.7,,,
,HD 131023 ,,120697,14,51.0,9,43.4,"7.4,9.6",Boo,Sep AB:8,Double Star
,,,120717,14,53.7,2,14.3,7.1,,,
,,,120719,14,53.7,6,14.5,6.7,,,
,HD 131786 ,,120739,14,55.4,6,47.1,"6.7,11.9",Vir,Sep AB:35,Double Star
,,,120743,14,56.3,3,25.0,7,,,
,HD 132132 M Vir,,120758,14,57.5,0,10.0,"5.5,10.3",Vir,Sep AB:86,Double Star
,,,120768,14,58.5,9,29.9,7.7,,,
,,,120774,14,59.4,4,34.1,6.2,,,
,,,120785,15,0.3,7,38.9,7.1,,,
,,,120789,15,0.6,8,36.3,7.6,,,
,,,120794,15,1.0,2,53.9,6.8,,,
,,,120798,15,1.8,0,8.4,5.9,,,
,,,120809,15,2.9,2,5.5,4.6,,,
,,,120813,15,3.4,0,53.4,7.7,,,
,,,120814,15,3.3,4,50.1,7.7,,,
,,,120821,15,4.1,5,29.8,7.3,,,
,HD 133408 ,,120822,15,4.1,5,29.6,"7.2,7.2",Vir,Sep AB:10,Double Star
,,,120837,15,6.3,5,33.0,7.6,,,
,,,120839,15,6.4,3,0.5,7.6,,,
,,,120845,15,7.1,2,21.8,6.8,,,
,,,120847,15,7.3,8,57.5,7,,,
,,,120849,15,7.6,6,16.2,7.7,,,
,,,120850,15,7.6,9,13.5,7.4,,,
,HD 134066 ,,120851,15,7.6,9,13.5,"7.4,7.5",Boo,Sep AB:4,Double Star
,,,120852,15,7.7,5,29.9,6.2,,,
,,,120858,15,8.3,3,55.8,7.7,,,
,,,120870,15,9.4,3,52.0,7,,,
,,,120893,15,12.8,3,32.6,7.7,,,
,,,120916,15,15.2,4,56.4,5.4,,,
,,,120920,15,15.8,0,22.3,5.6,,,
,,,120922,15,16.0,0,47.9,7.1,,,
,,,120923,15,15.9,6,27.9,6.6,,,
,,,120927,15,16.6,9,42.8,6.6,,,
,,,120938,15,18.4,0,56.4,6.7,,,
,HD 136202 STF 774; 5 Ser,,120946,15,19.3,1,46.4,"5,10.1,9.1",Ser,"Sep AB:11, Sep AC:127",Double Star
,,,120953,15,20.7,8,54.9,7.3,,,
,HD 136514 6 Ser,,120955,15,21.0,0,43.0,"5.4,10",Ser,Sep AB:3,Double Star
,,,120960,15,22.0,5,35.8,7.6,,,
,,,120969,15,23.0,0,27.9,7.6,,,
,,,120977,15,24.0,8,54.4,7.6,,,
,,,121020,15,28.6,1,50.5,5.1,,,
,,,121038,15,30.9,8,34.8,6.5,,,
,,,121042,15,31.7,0,53.1,7.7,,,
,,,121058,15,33.3,3,19.4,7.4,,,
,,,121067,15,34.5,4,43.9,7,,,
,,,121069,15,34.8,0,8.8,7.7,,,
,,,121071,15,35.1,1,40.2,6.6,,,
,,,121081,15,35.8,1,13.6,6.7,,,
,,,121107,15,39.0,3,28.1,7.5,,,
,,,121129,15,42.0,0,27.4,7.6,,,
,,,121145,15,42.9,4,6.1,7.5,,,
,,,121150,15,43.8,2,26.4,7.6,,,
,HD 140538 Psi Ser; 23 Ser,,121152,15,44.0,2,31.0,"5.9,,8.9,10.5",Ser,,Double Star
,HD 140573 Alpha Ser; 24 Ser; Unukalhai,,121157,15,44.2,6,25.5,"2.8,11.8",Ser,Sep AB:58,Double Star
,,,121159,15,44.5,3,22.2,7.2,,,
,,,121170,15,45.4,5,26.8,5.6,,,
,,,121173,15,45.7,0,53.5,6.5,,,
,,,121186,15,46.5,7,21.2,4.4,,,
,,,121188,15,46.7,9,47.2,7,,,
,,,121191,15,47.4,1,32.8,6.7,,,
,,,121193,15,47.8,4,17.9,7.2,,,
,,,121210,15,49.9,2,30.1,7.6,,,
,,,121215,15,50.3,2,11.8,5.3,,,
,,,121218,15,50.8,4,28.6,3.8,,,
,,,121248,15,54.4,5,17.6,7.1,,,
,,,121254,15,54.7,8,34.8,6.2,,,
,,,121262,15,55.3,9,13.4,7,,,
,,,121277,15,57.2,3,24.3,7,,,
,,,121294,15,59.1,0,35.7,7.5,,,
,,,121301,16,0.0,0,37.4,7.5,,,
,,,121315,16,0.8,4,25.6,5.9,,,
,,,121339,16,3.8,4,59.2,6.2,,,
,,,121350,16,4.5,0,40.4,7,,,
,,,121361,16,5.6,8,5.8,6.1,,,
,,,121364,16,6.2,1,42.7,7.4,,,
,,,121383,16,8.5,8,32.1,5.9,,,
,,,121385,16,8.6,8,36.8,6.7,,,
,,,121390,16,9.0,3,27.3,6.1,,,
,,,121392,16,9.2,6,23.4,6,,,
,,,121396,16,9.7,0,49.2,6.8,,,
,,,121403,16,10.2,1,36.1,6.6,,,
,,,121414,16,11.5,9,42.8,6.5,,,
,,,121431,16,13.2,5,1.3,5.6,,,
,,,121432,16,13.3,6,2.3,7.6,,,
,,,121443,16,14.2,5,54.1,6.4,,,
,,,121445,16,14.4,2,38.9,7.1,,,
,,,121451,16,14.7,7,51.5,6.8,,,
,,,121478,16,17.7,1,29.8,6.6,,,
,,,121502,16,19.4,5,32.3,7.6,,,
,,,121540,16,22.1,1,1.7,4.8,,,
,,,121543,16,22.2,2,52.5,7.4,,,
,,,121547,16,22.3,3,5.1,7.3,,,
,,,121568,16,24.2,6,56.9,5.7,,,
,,,121588,16,25.7,9,22.3,6.9,,,
,,,121595,16,26.2,8,30.8,7.1,,,
,,,121596,16,26.3,2,30.5,6.6,,,
,,,121602,16,26.7,9,16.4,6.8,,,
,,,121604,16,26.8,2,20.9,6.2,,,
,,,121614,16,27.5,2,52.3,6.6,,,
,,,121623,16,28.6,0,40.0,5.5,,,
,,,121624,16,28.6,1,35.2,7.4,,,
,,,121627,16,28.7,0,3.4,6.6,,,
,,,121645,16,29.8,7,44.9,7.2,,,
,,,121646,16,29.8,5,58.2,6.9,,,
,,,121653,16,30.5,4,11.9,7.5,,,
,"HD 148857 Lambda Oph; 10 Oph; Marfik, ""the elbow""",,121658,16,30.9,1,59.1,"3.8,5.2,11",Oph,"Sep AB:1.5, Sep AC:119",Double Star
,HD 148979 ,,121665,16,31.5,8,17.6,"7,8.3",Her,Sep AB:59,Double Star
,HD 148980 ,,121667,16,31.6,5,26.0,"7.9,9",Her,Sep AB:6,Double Star
,,,121671,16,31.9,9,24.9,6.7,,,
,,,121676,16,32.6,5,31.3,5.6,,,
,HD 149433 ,,121703,16,34.5,8,40.4,"6.9,10",Her,Sep AB:2.5,Double Star
,,,121728,16,36.9,7,6.4,6.9,,,
,,,121731,16,37.1,0,15.2,7.5,,,
,,,121738,16,37.6,5,16.7,6.7,,,
,"HD 150379 36, 37 Her",,121774,16,40.6,4,12.4,"5.8,7",Her,Sep AB:70,Double Star
,,,121776,16,40.6,4,13.2,5.7,,,
,,,121783,16,41.3,1,14.7,6.6,,,
,,,121788,16,41.5,4,52.3,6.8,,,
,,,121790,16,41.7,1,10.8,5.9,,,
,HD 150764 ,,121807,16,43.0,3,27.3,"7.4,11.5",Her,Sep AB:21,Double Star
,HD 150891 ,,121816,16,43.6,6,37.1,"7.7,9.1",Her,Sep AB:54,Double Star
,HD 151029 ,,121826,16,44.7,2,20.0,"7.5,12",Oph,Sep AB:21,Double Star
,HD 151090 OS,,121831,16,45.0,6,5.5,"6.8,9.6,10",Her,"Sep AB:164, Sep AC:155",Double Star
,,,121834,16,45.5,1,1.2,6,,,
,HD 151217 43 Her,,121843,16,45.8,8,34.9,"5.4,9.8",Her,Sep AB:83,Double Star
,,,121845,16,46.0,4,2.5,7.1,,,
,,,121857,16,46.9,2,14.5,6.7,,,
,HD 151431 19 Oph,,121859,16,47.2,2,3.9,"6.1,9.4,11.3",Oph,"Sep AB:23, Sep AC:215",Double Star
,HD 151525 ,,121865,16,47.8,5,14.8,"5.3,10.5",Her,Sep AB:123,Double Star
,,,121871,16,48.2,1,5.4,7.2,,,
,,,121882,16,49.4,0,53.5,7.5,,,
,,,121893,16,50.0,9,25.3,7,,,
,,,121895,16,50.3,7,14.9,5.5,,,
,,,121908,16,51.1,9,24.3,6.8,,,
